time,lat,lon
2026-03-07T06:31:52Z,1.2893966,103.8553044
2026-03-07T06:31:54Z,1.2894235,103.8553626
2026-03-07T06:31:56Z,1.2894686,103.8554017
2026-03-07T06:31:58Z,1.2894961,103.8554590
2026-03-07T06:32:00Z,1.2895226,103.8555008
2026-03-07T06:32:02Z,1.2895567,103.8555491
2026-03-07T06:32:04Z,1.2895764,103.8556071
2026-03-07T06:32:06Z,1.2895753,103.8556546
2026-03-07T06:32:08Z,1.2895607,103.8556966
2026-03-07T06:32:10Z,1.2895591,103.8557521
2026-03-07T06:32:12Z,1.2895421,103.8558217
2026-03-07T06:32:14Z,1.2895292,103.8558827
2026-03-07T06:32:16Z,1.2895204,103.8559586
2026-03-07T06:32:18Z,1.2895028,103.8560175
2026-03-07T06:32:20Z,1.2894969,103.8560633
2026-03-07T06:32:22Z,1.2894923,103.8561140
2026-03-07T06:32:24Z,1.2894904,103.8561535
2026-03-07T06:32:26Z,1.2894984,103.8562008
2026-03-07T06:32:28Z,1.2894989,103.8562547
2026-03-07T06:32:30Z,1.2894921,103.8562979
2026-03-07T06:32:32Z,1.2894760,103.8563471
2026-03-07T06:32:34Z,1.2894619,103.8564058
2026-03-07T06:32:36Z,1.2894588,103.8564668
2026-03-07T06:32:38Z,1.2894468,103.8565313
2026-03-07T06:32:40Z,1.2894279,103.8565753
2026-03-07T06:32:42Z,1.2893966,103.8566318
2026-03-07T06:32:44Z,1.2893854,103.8566976
2026-03-07T06:32:46Z,1.2893861,103.8567529
2026-03-07T06:32:48Z,1.2893788,103.8568174
2026-03-07T06:32:50Z,1.2893722,103.8568648
2026-03-07T06:32:52Z,1.2893535,103.8569262
2026-03-07T06:32:54Z,1.2893492,103.8569942
2026-03-07T06:32:56Z,1.2893407,103.8570315
2026-03-07T06:32:58Z,1.2893422,103.8570772
2026-03-07T06:33:00Z,1.2893207,103.8571442
2026-03-07T06:33:02Z,1.2893119,103.8571937
2026-03-07T06:33:04Z,1.2893171,103.8572501
2026-03-07T06:33:06Z,1.2892993,103.8573153
2026-03-07T06:33:08Z,1.2892622,103.8573776
2026-03-07T06:33:10Z,1.2892553,103.8574369
2026-03-07T06:33:12Z,1.2892322,103.8574910
2026-03-07T06:33:14Z,1.2892360,103.8575526
2026-03-07T06:33:16Z,1.2892078,103.8576101
2026-03-07T06:33:18Z,1.2891730,103.8576798
2026-03-07T06:33:20Z,1.2891523,103.8577391
2026-03-07T06:33:22Z,1.2891293,103.8578024
2026-03-07T06:33:24Z,1.2891181,103.8578690
2026-03-07T06:33:26Z,1.2890841,103.8579046
2026-03-07T06:33:28Z,1.2890837,103.8579555
2026-03-07T06:33:30Z,1.2890700,103.8580112
2026-03-07T06:33:32Z,1.2890628,103.8580632
2026-03-07T06:33:34Z,1.2890504,103.8581215
2026-03-07T06:33:36Z,1.2890467,103.8581661
2026-03-07T06:33:38Z,1.2890175,103.8582347
2026-03-07T06:33:40Z,1.2890093,103.8583117
2026-03-07T06:33:42Z,1.2889745,103.8583595
2026-03-07T06:33:44Z,1.2889653,103.8584191
2026-03-07T06:33:46Z,1.2889324,103.8584661
2026-03-07T06:33:48Z,1.2889126,103.8585307
2026-03-07T06:33:50Z,1.2889271,103.8585788
2026-03-07T06:33:52Z,1.2889206,103.8586531
2026-03-07T06:33:54Z,1.2889105,103.8587006
2026-03-07T06:33:56Z,1.2888945,103.8587304
2026-03-07T06:33:58Z,1.2888648,103.8587771
2026-03-07T06:34:00Z,1.2888539,103.8588163
2026-03-07T06:34:02Z,1.2888390,103.8588731
2026-03-07T06:34:04Z,1.2888141,103.8589374
2026-03-07T06:34:06Z,1.2887805,103.8589803
2026-03-07T06:34:08Z,1.2887727,103.8590329
2026-03-07T06:34:10Z,1.2887631,103.8590875
2026-03-07T06:34:12Z,1.2887418,103.8591319
2026-03-07T06:34:14Z,1.2887132,103.8591811
2026-03-07T06:34:16Z,1.2887062,103.8592568
2026-03-07T06:34:18Z,1.2886825,103.8593050
2026-03-07T06:34:20Z,1.2886525,103.8593607
2026-03-07T06:34:22Z,1.2886250,103.8594213
2026-03-07T06:34:24Z,1.2886008,103.8594734
2026-03-07T06:34:26Z,1.2885741,103.8595247
2026-03-07T06:34:28Z,1.2885517,103.8595654
2026-03-07T06:34:30Z,1.2885364,103.8596160
2026-03-07T06:34:32Z,1.2885390,103.8596743
2026-03-07T06:34:34Z,1.2885225,103.8597397
2026-03-07T06:34:36Z,1.2885018,103.8598036
2026-03-07T06:34:38Z,1.2884935,103.8598740
2026-03-07T06:34:40Z,1.2884868,103.8599155
2026-03-07T06:34:42Z,1.2884451,103.8599795
2026-03-07T06:34:44Z,1.2884272,103.8600273
2026-03-07T06:34:46Z,1.2884034,103.8600640
2026-03-07T06:34:48Z,1.2883957,103.8601116
2026-03-07T06:34:50Z,1.2884084,103.8601722
2026-03-07T06:34:52Z,1.2884044,103.8602255
2026-03-07T06:34:54Z,1.2883815,103.8602741
2026-03-07T06:34:56Z,1.2883076,103.8602805
2026-03-07T06:34:58Z,1.2882615,103.8602915
2026-03-07T06:35:00Z,1.2882131,103.8603261
2026-03-07T06:35:02Z,1.2881500,103.8603486
2026-03-07T06:35:04Z,1.2881090,103.8603809
2026-03-07T06:35:06Z,1.2880533,103.8603916
2026-03-07T06:35:08Z,1.2880126,103.8603980
2026-03-07T06:35:10Z,1.2879554,103.8604190
2026-03-07T06:35:12Z,1.2879036,103.8604396
2026-03-07T06:35:14Z,1.2878349,103.8604518
2026-03-07T06:35:16Z,1.2877622,103.8604556
2026-03-07T06:35:18Z,1.2877300,103.8604776
2026-03-07T06:35:20Z,1.2876755,103.8604776
2026-03-07T06:35:22Z,1.2876098,103.8604997
2026-03-07T06:35:24Z,1.2875437,103.8605194
2026-03-07T06:35:26Z,1.2874834,103.8605486
2026-03-07T06:35:28Z,1.2874361,103.8605660
2026-03-07T06:35:30Z,1.2873637,103.8605780
2026-03-07T06:35:32Z,1.2873178,103.8605893
2026-03-07T06:35:34Z,1.2872659,103.8606053
2026-03-07T06:35:36Z,1.2872130,103.8606114
2026-03-07T06:35:38Z,1.2871588,103.8606362
2026-03-07T06:35:40Z,1.2871021,103.8606720
2026-03-07T06:35:42Z,1.2870315,103.8606772
2026-03-07T06:35:44Z,1.2869775,103.8607048
2026-03-07T06:35:46Z,1.2869301,103.8606957
2026-03-07T06:35:48Z,1.2868904,103.8606898
2026-03-07T06:35:50Z,1.2868398,103.8606631
2026-03-07T06:35:52Z,1.2867741,103.8606513
2026-03-07T06:35:54Z,1.2867334,103.8606425
2026-03-07T06:35:56Z,1.2866779,103.8606282
2026-03-07T06:35:58Z,1.2866134,103.8606067
2026-03-07T06:36:00Z,1.2865549,103.8605828
2026-03-07T06:36:02Z,1.2864977,103.8605594
2026-03-07T06:36:04Z,1.2864573,103.8605381
2026-03-07T06:36:06Z,1.2864135,103.8605011
2026-03-07T06:36:08Z,1.2863384,103.8604584
2026-03-07T06:36:10Z,1.2862863,103.8604358
2026-03-07T06:36:12Z,1.2862176,103.8604189
2026-03-07T06:36:14Z,1.2861677,103.8603968
2026-03-07T06:36:16Z,1.2861151,103.8603878
2026-03-07T06:36:18Z,1.2860539,103.8603707
2026-03-07T06:36:20Z,1.2859984,103.8603463
2026-03-07T06:36:22Z,1.2859377,103.8603310
2026-03-07T06:36:24Z,1.2858930,103.8603000
2026-03-07T06:36:26Z,1.2858457,103.8602958
2026-03-07T06:36:28Z,1.2857908,103.8602756
2026-03-07T06:36:30Z,1.2857448,103.8602632
2026-03-07T06:36:32Z,1.2856961,103.8602566
2026-03-07T06:36:34Z,1.2856382,103.8602224
2026-03-07T06:36:36Z,1.2855738,103.8601888
2026-03-07T06:36:38Z,1.2855306,103.8601784
2026-03-07T06:36:40Z,1.2854963,103.8601424
2026-03-07T06:36:42Z,1.2854335,103.8601222
2026-03-07T06:36:44Z,1.2853801,103.8601033
2026-03-07T06:36:46Z,1.2853081,103.8600728
2026-03-07T06:36:48Z,1.2852596,103.8600510
2026-03-07T06:36:50Z,1.2852133,103.8600034
2026-03-07T06:36:52Z,1.2851602,103.8599829
2026-03-07T06:36:54Z,1.2851150,103.8599471
2026-03-07T06:36:56Z,1.2850692,103.8599017
2026-03-07T06:36:58Z,1.2850127,103.8598785
2026-03-07T06:37:00Z,1.2849733,103.8598434
2026-03-07T06:37:02Z,1.2849273,103.8597987
2026-03-07T06:37:04Z,1.2848774,103.8597477
2026-03-07T06:37:06Z,1.2848397,103.8597117
2026-03-07T06:37:08Z,1.2848285,103.8596666
2026-03-07T06:37:10Z,1.2847860,103.8596252
2026-03-07T06:37:12Z,1.2847382,103.8595876
2026-03-07T06:37:14Z,1.2846899,103.8595651
2026-03-07T06:37:16Z,1.2846580,103.8595420
2026-03-07T06:37:18Z,1.2846241,103.8594942
2026-03-07T06:37:20Z,1.2846064,103.8594511
2026-03-07T06:37:22Z,1.2845504,103.8594111
2026-03-07T06:37:24Z,1.2844918,103.8593561
2026-03-07T06:37:26Z,1.2844371,103.8593156
2026-03-07T06:37:28Z,1.2843862,103.8592689
2026-03-07T06:37:30Z,1.2843570,103.8592330
2026-03-07T06:37:32Z,1.2843070,103.8591821
2026-03-07T06:37:34Z,1.2842478,103.8591397
2026-03-07T06:37:36Z,1.2841957,103.8590945
2026-03-07T06:37:38Z,1.2841513,103.8590695
2026-03-07T06:37:40Z,1.2841149,103.8590312
2026-03-07T06:37:42Z,1.2840697,103.8590012
2026-03-07T06:37:44Z,1.2840185,103.8589716
2026-03-07T06:37:46Z,1.2839808,103.8589440
2026-03-07T06:37:48Z,1.2839258,103.8589053
2026-03-07T06:37:50Z,1.2838847,103.8588860
2026-03-07T06:37:52Z,1.2838363,103.8588801
2026-03-07T06:37:54Z,1.2837905,103.8588502
2026-03-07T06:37:56Z,1.2837574,103.8588137
2026-03-07T06:37:58Z,1.2837144,103.8587667
2026-03-07T06:38:00Z,1.2836734,103.8587299
2026-03-07T06:38:02Z,1.2836413,103.8586973
2026-03-07T06:38:04Z,1.2836008,103.8586668
2026-03-07T06:38:06Z,1.2835464,103.8586240
2026-03-07T06:38:08Z,1.2834986,103.8585777
2026-03-07T06:38:10Z,1.2834528,103.8585461
2026-03-07T06:38:12Z,1.2834169,103.8584950
2026-03-07T06:38:14Z,1.2833668,103.8584492
2026-03-07T06:38:16Z,1.2833293,103.8584096
2026-03-07T06:38:18Z,1.2832757,103.8583485
2026-03-07T06:38:20Z,1.2832302,103.8583147
2026-03-07T06:38:22Z,1.2831832,103.8582704
2026-03-07T06:38:24Z,1.2831372,103.8582488
2026-03-07T06:38:26Z,1.2831038,103.8582194
2026-03-07T06:38:28Z,1.2830662,103.8581779
2026-03-07T06:38:30Z,1.2830177,103.8581366
2026-03-07T06:38:32Z,1.2829844,103.8580889
2026-03-07T06:38:34Z,1.2829361,103.8580491
2026-03-07T06:38:36Z,1.2829116,103.8580023
2026-03-07T06:38:38Z,1.2828666,103.8579746
2026-03-07T06:38:40Z,1.2828078,103.8579320
2026-03-07T06:38:42Z,1.2827680,103.8578995
2026-03-07T06:38:44Z,1.2827367,103.8578497
2026-03-07T06:38:46Z,1.2826835,103.8578225
2026-03-07T06:38:48Z,1.2826362,103.8577813
2026-03-07T06:38:50Z,1.2825920,103.8577475
2026-03-07T06:38:52Z,1.2825640,103.8576956
2026-03-07T06:38:54Z,1.2825327,103.8576640
2026-03-07T06:38:56Z,1.2824860,103.8576414
2026-03-07T06:38:58Z,1.2824489,103.8576086
2026-03-07T06:39:00Z,1.2824059,103.8575766
2026-03-07T06:39:02Z,1.2823725,103.8575236
2026-03-07T06:39:04Z,1.2823333,103.8574691
2026-03-07T06:39:06Z,1.2823009,103.8574030
2026-03-07T06:39:08Z,1.2822621,103.8573482
2026-03-07T06:39:10Z,1.2822324,103.8573035
2026-03-07T06:39:12Z,1.2822014,103.8572779
2026-03-07T06:39:14Z,1.2821695,103.8572180
2026-03-07T06:39:16Z,1.2821403,103.8571670
2026-03-07T06:39:18Z,1.2820998,103.8571155
2026-03-07T06:39:20Z,1.2820607,103.8570659
2026-03-07T06:39:22Z,1.2820217,103.8570035
2026-03-07T06:39:24Z,1.2820016,103.8569601
2026-03-07T06:39:26Z,1.2819651,103.8569136
2026-03-07T06:39:28Z,1.2819378,103.8568757
2026-03-07T06:39:30Z,1.2819107,103.8568473
2026-03-07T06:39:32Z,1.2818906,103.8568015
2026-03-07T06:39:34Z,1.2818517,103.8567709
2026-03-07T06:39:36Z,1.2818012,103.8567256
2026-03-07T06:39:38Z,1.2824555,103.8560510
2026-03-07T06:39:40Z,1.2817232,103.8566259
2026-03-07T06:39:42Z,1.2816906,103.8565775
2026-03-07T06:39:44Z,1.2816612,103.8565358
2026-03-07T06:39:46Z,1.2816166,103.8564831
2026-03-07T06:39:48Z,1.2815996,103.8564487
2026-03-07T06:39:50Z,1.2815731,103.8563966
2026-03-07T06:39:52Z,1.2815251,103.8563341
2026-03-07T06:39:54Z,1.2815082,103.8562852
2026-03-07T06:39:56Z,1.2814674,103.8562287
2026-03-07T06:39:58Z,1.2814166,103.8561992
2026-03-07T06:40:00Z,1.2813907,103.8561588
2026-03-07T06:40:02Z,1.2813614,103.8561095
2026-03-07T06:40:04Z,1.2813188,103.8560884
2026-03-07T06:40:06Z,1.2812857,103.8560364
2026-03-07T06:40:08Z,1.2812756,103.8559781
2026-03-07T06:40:10Z,1.2813051,103.8559412
2026-03-07T06:40:12Z,1.2813250,103.8558700
2026-03-07T06:40:14Z,1.2813562,103.8558216
2026-03-07T06:40:16Z,1.2813820,103.8557546
2026-03-07T06:40:18Z,1.2814126,103.8557055
2026-03-07T06:40:20Z,1.2814207,103.8556576
2026-03-07T06:40:22Z,1.2823101,103.8570066
2026-03-07T06:40:24Z,1.2815056,103.8555882
2026-03-07T06:40:26Z,1.2815182,103.8555320
2026-03-07T06:40:28Z,1.2815422,103.8554863
2026-03-07T06:40:30Z,1.2815576,103.8554270
2026-03-07T06:40:32Z,1.2821203,103.8533189
2026-03-07T06:40:34Z,1.2816017,103.8553204
2026-03-07T06:40:36Z,1.2816300,103.8552548
2026-03-07T06:40:38Z,1.2816460,103.8551975
2026-03-07T06:40:40Z,1.2816667,103.8551507
2026-03-07T06:40:42Z,1.2817065,103.8551047
2026-03-07T06:40:44Z,1.2817263,103.8550476
2026-03-07T06:40:46Z,1.2817617,103.8549963
2026-03-07T06:40:48Z,1.2817889,103.8549430
2026-03-07T06:40:50Z,1.2818176,103.8548896
2026-03-07T06:40:52Z,1.2818360,103.8548427
2026-03-07T06:40:54Z,1.2818622,103.8547845
2026-03-07T06:40:56Z,1.2818892,103.8547248
2026-03-07T06:40:58Z,1.2819144,103.8546777
2026-03-07T06:41:00Z,1.2819321,103.8546188
2026-03-07T06:41:02Z,1.2819667,103.8545838
2026-03-07T06:41:04Z,1.2819836,103.8545192
2026-03-07T06:41:06Z,1.2820243,103.8544851
2026-03-07T06:41:08Z,1.2820604,103.8544324
2026-03-07T06:41:10Z,1.2820842,103.8543637
2026-03-07T06:41:12Z,1.2820895,103.8543183
2026-03-07T06:41:14Z,1.2821310,103.8542624
2026-03-07T06:41:16Z,1.2821587,103.8542262
2026-03-07T06:41:18Z,1.2822085,103.8541810
2026-03-07T06:41:20Z,1.2822281,103.8541290
2026-03-07T06:41:22Z,1.2822579,103.8540806
2026-03-07T06:41:24Z,1.2822935,103.8540457
2026-03-07T06:41:26Z,1.2823512,103.8539892
2026-03-07T06:41:28Z,1.2823881,103.8539363
2026-03-07T06:41:30Z,1.2824278,103.8538956
2026-03-07T06:41:32Z,1.2809317,103.8549870
2026-03-07T06:41:34Z,1.2824822,103.8538008
2026-03-07T06:41:36Z,1.2825126,103.8537507
2026-03-07T06:41:38Z,1.2825466,103.8537014
2026-03-07T06:41:40Z,1.2825922,103.8536478
2026-03-07T06:41:42Z,1.2826021,103.8536163
2026-03-07T06:41:44Z,1.2826284,103.8535684
2026-03-07T06:41:46Z,1.2826663,103.8534946
2026-03-07T06:41:48Z,1.2826961,103.8534424
2026-03-07T06:41:50Z,1.2827407,103.8533902
2026-03-07T06:41:52Z,1.2827764,103.8533572
2026-03-07T06:41:54Z,1.2828082,103.8533178
2026-03-07T06:41:56Z,1.2828338,103.8532724
2026-03-07T06:41:58Z,1.2828602,103.8532258
2026-03-07T06:42:00Z,1.2829025,103.8531826
2026-03-07T06:42:02Z,1.2829476,103.8531385
2026-03-07T06:42:04Z,1.2829593,103.8531178
2026-03-07T06:42:06Z,1.2829878,103.8530687
2026-03-07T06:42:08Z,1.2830087,103.8530152
2026-03-07T06:42:10Z,1.2830415,103.8529671
2026-03-07T06:42:12Z,1.2830760,103.8529160
2026-03-07T06:42:14Z,1.2831121,103.8529138
2026-03-07T06:42:16Z,1.2831699,103.8529286
2026-03-07T06:42:18Z,1.2832337,103.8529227
2026-03-07T06:42:20Z,1.2832725,103.8529203
2026-03-07T06:42:22Z,1.2833175,103.8529338
2026-03-07T06:42:24Z,1.2833812,103.8529358
2026-03-07T06:42:26Z,1.2834550,103.8529535
2026-03-07T06:42:28Z,1.2835083,103.8529585
2026-03-07T06:42:30Z,1.2835803,103.8529578
2026-03-07T06:42:32Z,1.2836459,103.8529793
2026-03-07T06:42:34Z,1.2841852,103.8543778
2026-03-07T06:42:36Z,1.2837703,103.8529750
2026-03-07T06:42:38Z,1.2838351,103.8529758
2026-03-07T06:42:40Z,1.2839033,103.8529823
2026-03-07T06:42:42Z,1.2839660,103.8529989
2026-03-07T06:42:44Z,1.2840064,103.8529787
2026-03-07T06:42:46Z,1.2840642,103.8529849
2026-03-07T06:42:48Z,1.2841223,103.8530109
2026-03-07T06:42:50Z,1.2841900,103.8530124
2026-03-07T06:42:52Z,1.2842453,103.8530263
2026-03-07T06:42:54Z,1.2842908,103.8530370
2026-03-07T06:42:56Z,1.2843549,103.8530526
2026-03-07T06:42:58Z,1.2844150,103.8530644
2026-03-07T06:43:00Z,1.2844729,103.8530981
2026-03-07T06:43:02Z,1.2845282,103.8531335
2026-03-07T06:43:04Z,1.2845677,103.8531382
2026-03-07T06:43:06Z,1.2846269,103.8531597
2026-03-07T06:43:08Z,1.2846696,103.8531763
2026-03-07T06:43:10Z,1.2847328,103.8532013
2026-03-07T06:43:12Z,1.2847687,103.8532158
2026-03-07T06:43:14Z,1.2847979,103.8532517
2026-03-07T06:43:16Z,1.2848452,103.8532840
2026-03-07T06:43:18Z,1.2844517,103.8527457
2026-03-07T06:43:20Z,1.2849471,103.8533169
2026-03-07T06:43:22Z,1.2850139,103.8533507
2026-03-07T06:43:24Z,1.2850658,103.8533803
2026-03-07T06:43:26Z,1.2851163,103.8534042
2026-03-07T06:43:28Z,1.2851481,103.8534445
2026-03-07T06:43:30Z,1.2851949,103.8534799
2026-03-07T06:43:32Z,1.2852506,103.8535090
2026-03-07T06:43:34Z,1.2853050,103.8535457
2026-03-07T06:43:36Z,1.2853599,103.8535694
2026-03-07T06:43:38Z,1.2854094,103.8535973
2026-03-07T06:43:40Z,1.2854696,103.8536272
2026-03-07T06:43:42Z,1.2855221,103.8536561
2026-03-07T06:43:44Z,1.2855717,103.8536709
2026-03-07T06:43:46Z,1.2856287,103.8536825
2026-03-07T06:43:48Z,1.2856898,103.8537063
2026-03-07T06:43:50Z,1.2857333,103.8537696
2026-03-07T06:43:52Z,1.2857851,103.8538141
2026-03-07T06:43:54Z,1.2858243,103.8538389
2026-03-07T06:43:56Z,1.2858864,103.8538753
2026-03-07T06:43:58Z,1.2859187,103.8539092
2026-03-07T06:44:00Z,1.2859649,103.8539290
2026-03-07T06:44:02Z,1.2860163,103.8539734
2026-03-07T06:44:04Z,1.2860767,103.8540066
2026-03-07T06:44:06Z,1.2861234,103.8540344
2026-03-07T06:44:08Z,1.2861535,103.8540626
2026-03-07T06:44:10Z,1.2862066,103.8540974
2026-03-07T06:44:12Z,1.2862435,103.8541370
2026-03-07T06:44:14Z,1.2863023,103.8541582
2026-03-07T06:44:16Z,1.2863648,103.8541914
2026-03-07T06:44:18Z,1.2864146,103.8542127
2026-03-07T06:44:20Z,1.2864654,103.8542364
2026-03-07T06:44:22Z,1.2865184,103.8542626
2026-03-07T06:44:24Z,1.2865724,103.8543046
2026-03-07T06:44:26Z,1.2866286,103.8543172
2026-03-07T06:44:28Z,1.2866647,103.8543534
2026-03-07T06:44:30Z,1.2867120,103.8543760
2026-03-07T06:44:32Z,1.2867549,103.8544137
2026-03-07T06:44:34Z,1.2868055,103.8544291
2026-03-07T06:44:36Z,1.2868000,103.8544600
